resultId,season,round,driverId,constructorId,grid,position,positionText,points,laps,status,time,fastestLapTime,fastestLapRank,fastestLapSpeed
1,2024,1,max_verstappen,red_bull,1,1,1,26.00,57,Finished,1:31:44.742,1:32.608,1,210.383
2,2024,1,perez,red_bull,5,2,2,18.00,57,Finished,+22.457,1:34.364,4,206.468
3,2024,1,sainz,ferrari,4,3,3,15.00,57,Finished,+25.110,1:34.507,6,206.156
4,2024,1,leclerc,ferrari,2,4,4,12.00,57,Finished,+39.669,1:34.090,2,207.069
5,2024,1,russell,mercedes,3,5,5,10.00,57,Finished,+46.788,1:35.065,12,204.946
6,2024,1,norris,mclaren,7,6,6,8.00,57,Finished,+48.458,1:34.476,5,
7,2024,1,hamilton,mercedes,9,7,7,6.00,57,Finished,+50.324,1:34.722,7,205.688
8,2024,1,piastri,mclaren,8,8,8,4.00,57,Finished,+56.082,1:34.983,11,
9,2024,1,alonso,aston_martin,6,9,9,2.00,57,Finished,+1:14.887,1:34.199,3,206.83
10,2024,1,stroll,aston_martin,12,10,10,1.00,57,Finished,+1:33.216,1:35.632,16,203.73
11,2024,1,zhou,sauber,17,11,11,0.00,56,Lapped,+6.759,1:35.458,14,204.102
12,2024,1,kevin_magnussen,haas,15,12,12,0.00,56,Lapped,+8.316,1:35.570,15,203.863
13,2024,1,ricciardo,rb,14,13,13,0.00,56,Lapped,+8.958,1:35.163,13,204.735
14,2024,1,tsunoda,rb,11,14,14,0.00,56,Lapped,+9.482,1:35.833,18,203.303
15,2024,1,albon,williams,13,15,15,0.00,56,Lapped,+11.886,1:35.723,17,203.537
16,2024,1,hulkenberg,haas,10,16,16,0.00,56,Lapped,+17.632,1:34.834,10,205.445
17,2024,1,ocon,alpine,19,17,17,0.00,56,Lapped,+31.450,1:36.226,20,202.473
18,2024,1,gasly,alpine,20,18,18,0.00,56,Lapped,+32.417,1:34.805,9,205.508
19,2024,1,bottas,sauber,16,19,19,0.00,56,Lapped,+1:23.230,1:36.202,19,202.523
20,2024,1,sargeant,williams,18,20,20,0.00,55,Lapped,+20.795,1:34.735,8,205.659
21,2024,2,max_verstappen,red_bull,1,1,1,25.00,50,Finished,1:20:43.273,1:31.773,3,242.188
22,2024,2,perez,red_bull,3,2,2,18.00,50,Finished,+13.643,1:32.273,8,240.876
23,2024,2,leclerc,ferrari,2,3,3,16.00,50,Finished,+18.639,1:31.632,1,242.561
24,2024,2,piastri,mclaren,5,4,4,12.00,50,Finished,+32.007,1:32.310,10,
25,2024,2,alonso,aston_martin,4,5,5,10.00,50,Finished,+35.759,1:32.387,13,240.579
26,2024,2,russell,mercedes,7,6,6,8.00,50,Finished,+39.936,1:32.254,7,240.926
27,2024,2,bearman,ferrari,11,7,7,6.00,50,Finished,+42.679,1:32.186,5,241.103
28,2024,2,norris,mclaren,6,8,8,4.00,50,Finished,+45.708,1:31.944,4,
29,2024,2,hamilton,mercedes,8,9,9,2.00,50,Finished,+47.391,1:31.746,2,242.26
30,2024,2,hulkenberg,haas,15,10,10,1.00,50,Finished,+1:16.996,1:32.366,12,240.633
31,2024,2,albon,williams,12,11,11,0.00,50,Finished,+1:28.354,1:32.307,9,240.787
32,2024,2,kevin_magnussen,haas,13,12,12,0.00,50,Finished,+1:45.737,1:32.338,11,240.706
33,2024,2,ocon,alpine,17,13,13,0.00,49,Lapped,+4.001,1:33.481,17,237.763
34,2024,2,sargeant,williams,19,14,14,0.00,49,Lapped,+6.785,1:33.026,15,
35,2024,2,tsunoda,rb,9,15,15,0.00,49,Lapped,+10.533,1:33.523,18,
36,2024,2,ricciardo,rb,14,16,16,0.00,49,Lapped,+20.715,1:33.323,16,238.166
37,2024,2,bottas,sauber,16,17,17,0.00,49,Lapped,+23.115,1:32.706,14,239.751
38,2024,2,zhou,sauber,20,18,18,0.00,49,Lapped,+29.553,1:32.208,6,241.046
39,2024,2,stroll,aston_martin,10,19,R,0.00,5,Retired,,1:35.560,19,232.591
40,2024,2,gasly,alpine,18,20,R,0.00,1,Retired,,,NULL,
41,2024,3,sainz,ferrari,2,1,1,25.00,58,Finished,1:20:26.843,1:20.031,3,237.418
42,2024,3,leclerc,ferrari,4,2,2,19.00,58,Finished,+2.366,1:19.813,1,238.066
43,2024,3,norris,mclaren,3,3,3,15.00,58,Finished,+5.904,1:19.915,2,
44,2024,3,piastri,mclaren,5,4,4,12.00,58,Finished,+35.770,1:20.199,4,
45,2024,3,perez,red_bull,6,5,5,10.00,58,Finished,+56.309,1:20.388,6,236.363
46,2024,3,stroll,aston_martin,9,6,6,8.00,58,Finished,+1:33.222,1:20.930,8,234.78
47,2024,3,tsunoda,rb,8,7,7,6.00,58,Finished,+1:35.601,1:21.134,11,234.19
48,2024,3,alonso,aston_martin,10,8,8,4.00,58,Finished,+1:40.992,1:20.493,7,236.055
49,2024,3,hulkenberg,haas,16,9,9,2.00,58,Finished,+1:44.553,1:21.145,12,234.158
50,2024,3,kevin_magnussen,haas,14,10,10,1.00,57,Lapped,+4.081,1:21.082,9,234.34
51,2024,3,albon,williams,12,11,11,0.00,57,Lapped,+5.009,1:21.618,17,232.801
52,2024,3,ricciardo,rb,18,12,12,0.00,57,Lapped,+11.508,1:21.239,13,233.887
53,2024,3,gasly,alpine,17,13,13,0.00,57,Lapped,+40.953,1:21.090,10,234.317
54,2024,3,bottas,sauber,13,14,14,0.00,57,Lapped,+42.326,1:21.422,16,233.361
55,2024,3,zhou,sauber,19,15,15,0.00,57,Lapped,+44.293,1:21.327,14,233.634
56,2024,3,ocon,alpine,15,16,16,0.00,57,Lapped,+53.979,1:21.354,15,233.557
57,2024,3,russell,mercedes,7,17,17,0.00,56,Retired,,1:20.284,5,236.669
58,2024,3,hamilton,mercedes,11,18,R,0.00,15,Retired,,1:22.444,18,230.469
59,2024,3,max_verstappen,red_bull,1,19,R,0.00,3,Retired,,1:23.115,19,228.608
60,2024,4,max_verstappen,red_bull,1,1,1,26.00,53,Finished,1:54:23.566,1:33.706,1,223.093
61,2024,4,perez,red_bull,2,2,2,18.00,53,Finished,+12.535,1:33.945,3,222.525
62,2024,4,sainz,ferrari,4,3,3,15.00,53,Finished,+20.866,1:33.841,2,222.772
63,2024,4,leclerc,ferrari,8,4,4,12.00,53,Finished,+26.522,1:35.044,9,219.952
64,2024,4,norris,mclaren,3,5,5,10.00,53,Finished,+29.700,1:35.186,10,
65,2024,4,alonso,aston_martin,5,6,6,8.00,53,Finished,+44.272,1:34.726,6,220.691
66,2024,4,russell,mercedes,9,7,7,6.00,53,Finished,+45.951,1:34.404,5,221.444
67,2024,4,piastri,mclaren,6,8,8,4.00,53,Finished,+47.525,1:34.802,7,
68,2024,4,hamilton,mercedes,7,9,9,2.00,53,Finished,+48.626,1:33.952,4,222.509
69,2024,4,tsunoda,rb,10,10,10,1.00,52,Lapped,+1.602,1:36.342,14,216.989
70,2024,4,hulkenberg,haas,12,11,11,0.00,52,Lapped,+7.168,1:35.325,11,219.304
71,2024,4,stroll,aston_martin,16,12,12,0.00,52,Lapped,+11.233,1:35.798,12,218.221
72,2024,4,kevin_magnussen,haas,18,13,13,0.00,52,Lapped,+17.919,1:36.654,17,216.289
73,2024,4,bottas,sauber,13,14,14,0.00,52,Lapped,+18.893,1:36.608,15,216.392
74,2024,4,ocon,alpine,15,15,15,0.00,52,Lapped,+41.152,1:36.232,13,217.237
75,2024,4,gasly,alpine,17,16,16,0.00,52,Lapped,+55.066,1:36.642,16,216.315
76,2024,4,sargeant,williams,19,17,17,0.00,52,Lapped,+1:12.765,1:34.900,8,220.286
77,2024,4,zhou,sauber,20,18,R,0.00,12,Retired,,1:37.160,18,215.162
78,2024,4,ricciardo,rb,11,19,R,0.00,0,Retired,,,NULL,
79,2024,4,albon,williams,14,20,R,0.00,0,Retired,,,NULL,
80,2024,5,max_verstappen,red_bull,1,1,1,25.00,56,Finished,1:40:52.554,1:38.406,2,199.414
81,2024,5,norris,mclaren,4,2,2,18.00,56,Finished,+13.773,1:38.751,4,
82,2024,5,perez,red_bull,2,3,3,15.00,56,Finished,+19.160,1:39.388,7,197.444
83,2024,5,leclerc,ferrari,6,4,4,12.00,56,Finished,+23.623,1:39.384,6,197.452
84,2024,5,sainz,ferrari,7,5,5,10.00,56,Finished,+33.983,1:39.764,10,196.7
85,2024,5,russell,mercedes,8,6,6,8.00,56,Finished,+38.724,1:40.112,11,196.016
86,2024,5,alonso,aston_martin,3,7,7,7.00,56,Finished,+43.414,1:37.810,1,200.629
87,2024,5,piastri,mclaren,5,8,8,4.00,56,Finished,+56.198,1:39.739,9,
88,2024,5,hamilton,mercedes,18,9,9,2.00,56,Finished,+57.986,1:40.835,14,194.61
89,2024,5,hulkenberg,haas,9,10,10,1.00,56,Finished,+1:00.476,1:40.815,13,194.649
90,2024,5,ocon,alpine,13,11,11,0.00,56,Finished,+1:02.812,1:40.937,15,194.414
91,2024,5,albon,williams,14,12,12,0.00,56,Finished,+1:05.506,1:40.790,12,194.697
92,2024,5,gasly,alpine,15,13,13,0.00,56,Finished,+1:09.223,1:39.198,5,197.822
93,2024,5,zhou,sauber,16,14,14,0.00,56,Finished,+1:11.689,1:38.633,3,198.955
94,2024,5,stroll,aston_martin,11,15,15,0.00,56,Finished,+1:22.786,1:39.444,8,197.333
95,2024,5,kevin_magnussen,haas,17,16,16,0.00,56,Finished,+1:27.533,1:41.077,18,194.145
96,2024,5,sargeant,williams,20,17,17,0.00,56,Finished,+1:35.110,1:41.000,17,194.293
97,2024,5,ricciardo,rb,12,18,R,0.00,33,Retired,,1:40.994,16,194.304
98,2024,5,tsunoda,rb,19,19,R,0.00,26,Retired,,1:41.593,20,193.158
99,2024,5,bottas,sauber,10,20,R,0.00,19,Retired,,1:41.276,19,193.763
100,2024,6,norris,mclaren,5,1,1,25.00,57,Finished,1:30:49.876,1:30.980,5,214.148
101,2024,6,max_verstappen,red_bull,1,2,2,18.00,57,Finished,+7.612,1:31.261,8,213.488
102,2024,6,leclerc,ferrari,2,3,3,15.00,57,Finished,+9.920,1:31.084,6,213.903
103,2024,6,perez,red_bull,4,4,4,12.00,57,Finished,+14.650,1:30.855,3,214.442
104,2024,6,sainz,ferrari,3,5,5,10.00,57,Finished,+16.407,1:30.928,4,214.27
105,2024,6,hamilton,mercedes,8,6,6,8.00,57,Finished,+16.585,1:31.233,7,213.554
106,2024,6,tsunoda,rb,10,7,7,6.00,57,Finished,+26.185,1:31.682,10,212.508
107,2024,6,russell,mercedes,7,8,8,4.00,57,Finished,+34.789,1:31.921,13,211.955
108,2024,6,alonso,aston_martin,15,9,9,2.00,57,Finished,+37.107,1:31.727,11,212.404
109,2024,6,ocon,alpine,13,10,10,1.00,57,Finished,+39.746,1:32.037,16,211.688
110,2024,6,hulkenberg,haas,9,11,11,0.00,57,Finished,+40.789,1:31.941,14,211.909
111,2024,6,gasly,alpine,12,12,12,0.00,57,Finished,+44.958,1:32.055,17,211.647
112,2024,6,piastri,mclaren,6,13,13,0.00,57,Finished,+49.756,1:30.634,1,214.965
113,2024,6,zhou,sauber,19,14,14,0.00,57,Finished,+49.979,1:31.991,15,211.794
114,2024,6,ricciardo,rb,20,15,15,0.00,57,Finished,+50.956,1:32.122,19,211.493
115,2024,6,bottas,sauber,16,16,16,0.00,57,Finished,+52.356,1:32.098,18,211.548
116,2024,6,stroll,aston_martin,11,17,17,0.00,57,Finished,+55.173,1:31.588,9,212.726
117,2024,6,albon,williams,14,18,18,0.00,57,Finished,+1:16.091,1:30.849,2,214.456
118,2024,6,kevin_magnussen,haas,18,19,19,0.00,57,Finished,+1:24.683,1:31.774,12,212.295
119,2024,6,sargeant,williams,17,20,R,0.00,27,Retired,,1:33.452,20,208.483
120,2024,7,max_verstappen,red_bull,1,1,1,25.00,63,Finished,1:25:25.252,1:20.366,9,219.898
121,2024,7,norris,mclaren,2,2,2,18.00,63,Finished,+0.725,1:19.994,6,220.921
122,2024,7,leclerc,ferrari,3,3,3,15.00,63,Finished,+7.916,1:19.935,5,221.084
123,2024,7,piastri,mclaren,5,4,4,12.00,63,Finished,+14.132,1:19.907,4,221.162
124,2024,7,sainz,ferrari,4,5,5,10.00,63,Finished,+22.325,1:20.220,7,220.299
125,2024,7,hamilton,mercedes,8,6,6,8.00,63,Finished,+35.104,1:20.331,8,219.994
126,2024,7,russell,mercedes,6,7,7,7.00,63,Finished,+47.154,1:18.589,1,224.871
127,2024,7,perez,red_bull,11,8,8,4.00,63,Finished,+54.776,1:19.686,3,221.775
128,2024,7,stroll,aston_martin,13,9,9,2.00,63,Finished,+1:19.556,1:20.570,10,219.342
129,2024,7,tsunoda,rb,7,10,10,1.00,62,Lapped,+17.856,1:20.936,11,218.35
130,2024,7,hulkenberg,haas,10,11,11,0.00,62,Lapped,+25.277,1:21.700,20,216.308
131,2024,7,kevin_magnussen,haas,18,12,12,0.00,62,Lapped,+26.434,1:21.009,12,218.153
132,2024,7,ricciardo,rb,9,13,13,0.00,62,Lapped,+27.661,1:21.569,19,216.655
133,2024,7,ocon,alpine,12,14,14,0.00,62,Lapped,+43.907,1:21.304,16,217.361
134,2024,7,zhou,sauber,17,15,15,0.00,62,Lapped,+44.933,1:21.016,13,218.134
135,2024,7,gasly,alpine,15,16,16,0.00,62,Lapped,+49.715,1:21.371,17,217.183
136,2024,7,sargeant,williams,19,17,17,0.00,62,Lapped,+51.051,1:21.229,14,217.562
137,2024,7,bottas,sauber,16,18,18,0.00,62,Lapped,+56.343,1:21.455,18,216.959
138,2024,7,alonso,aston_martin,20,19,19,0.00,62,Lapped,+1:15.124,1:19.004,2,223.689
139,2024,7,albon,williams,14,20,R,0.00,51,Retired,,1:21.274,15,217.442
140,2024,8,leclerc,ferrari,1,1,1,25.00,78,Finished,2:23:15.554,1:15.162,6,
141,2024,8,piastri,mclaren,2,2,2,18.00,78,Finished,+7.152,1:16.281,11,
142,2024,8,sainz,ferrari,3,3,3,15.00,78,Finished,+7.585,1:14.726,5,
143,2024,8,norris,mclaren,4,4,4,12.00,78,Finished,+8.650,1:15.742,10,
144,2024,8,russell,mercedes,5,5,5,10.00,78,Finished,+13.309,1:15.228,7,
145,2024,8,max_verstappen,red_bull,6,6,6,8.00,78,Finished,+13.853,1:14.569,2,
146,2024,8,hamilton,mercedes,7,7,7,7.00,78,Finished,+14.908,1:14.165,1,
147,2024,8,tsunoda,rb,8,8,8,4.00,77,Lapped,+39.487,1:14.720,4,
148,2024,8,albon,williams,9,9,9,2.00,77,Lapped,+54.052,1:17.060,14,
149,2024,8,gasly,alpine,10,10,10,1.00,77,Lapped,+1:00.241,1:15.625,9,
150,2024,8,alonso,aston_martin,14,11,11,0.00,76,Lapped,+3.854,1:17.939,16,
151,2024,8,ricciardo,rb,12,12,12,0.00,76,Lapped,+4.264,1:17.172,15,
152,2024,8,bottas,sauber,17,13,13,0.00,76,Lapped,+4.488,1:16.561,12,
153,2024,8,stroll,aston_martin,13,14,14,0.00,76,Lapped,+5.967,1:16.710,13,
154,2024,8,sargeant,williams,15,15,15,0.00,76,Lapped,+9.026,1:15.525,8,
155,2024,8,zhou,sauber,18,16,16,0.00,76,Lapped,+55.260,1:14.718,3,
156,2024,8,ocon,alpine,11,17,R,0.00,0,Retired,,,NULL,
157,2024,8,perez,red_bull,16,18,R,0.00,0,Retired,,,NULL,
158,2024,8,hulkenberg,haas,19,19,R,0.00,0,Retired,,,NULL,
159,2024,8,kevin_magnussen,haas,20,20,R,0.00,0,Retired,,,NULL,
160,2024,9,max_verstappen,red_bull,2,1,1,25.00,70,Finished,1:45:47.927,1:15.569,4,207.751
161,2024,9,norris,mclaren,3,2,2,18.00,70,Finished,+3.879,1:15.558,3,207.782
162,2024,9,russell,mercedes,1,3,3,15.00,70,Finished,+4.317,1:14.895,2,209.621
163,2024,9,hamilton,mercedes,7,4,4,13.00,70,Finished,+4.915,1:14.856,1,209.73
164,2024,9,piastri,mclaren,4,5,5,10.00,70,Finished,+10.199,1:16.247,5,205.904
165,2024,9,alonso,aston_martin,6,6,6,8.00,70,Finished,+17.510,1:16.303,6,205.753
166,2024,9,stroll,aston_martin,9,7,7,6.00,70,Finished,+23.625,1:16.762,9,204.523
167,2024,9,ricciardo,rb,5,8,8,4.00,70,Finished,+28.672,1:17.076,12,203.689
168,2024,9,gasly,alpine,15,9,9,2.00,70,Finished,+30.021,1:17.013,11,203.856
169,2024,9,ocon,alpine,18,10,10,1.00,70,Finished,+30.313,1:17.012,10,203.859
170,2024,9,hulkenberg,haas,17,11,11,0.00,70,Finished,+30.824,1:16.683,8,204.733
171,2024,9,kevin_magnussen,haas,14,12,12,0.00,70,Finished,+31.253,1:16.499,7,205.226
172,2024,9,bottas,sauber,19,13,13,0.00,70,Finished,+40.487,1:17.250,13,203.231
173,2024,9,tsunoda,rb,8,14,14,0.00,70,Finished,+52.694,1:17.309,14,203.075
174,2024,9,zhou,sauber,20,15,15,0.00,69,Lapped,+53.528,1:17.325,15,203.033
175,2024,9,sainz,ferrari,12,16,R,0.00,52,Retired,,1:18.957,17,198.837
176,2024,9,albon,williams,10,17,R,0.00,52,Retired,,1:19.359,18,197.83
177,2024,9,perez,red_bull,16,18,R,0.00,51,Retired,,1:18.819,16,199.185
178,2024,9,leclerc,ferrari,11,19,R,0.00,40,Retired,,1:26.012,19,182.528
179,2024,9,sargeant,williams,13,20,R,0.00,23,Retired,,1:26.484,20,181.531
180,2024,10,max_verstappen,red_bull,2,1,1,25.00,66,Finished,1:28:20.227,1:17.776,2,215.557
181,2024,10,norris,mclaren,1,2,2,19.00,66,Finished,+2.219,1:17.115,1,217.405
182,2024,10,hamilton,mercedes,3,3,3,15.00,66,Finished,+17.790,1:17.809,4,215.466
183,2024,10,russell,mercedes,4,4,4,12.00,66,Finished,+22.320,1:18.290,7,214.142
184,2024,10,leclerc,ferrari,5,5,5,10.00,66,Finished,+22.709,1:17.897,6,215.222
185,2024,10,sainz,ferrari,6,6,6,8.00,66,Finished,+31.028,1:18.539,9,213.463
186,2024,10,piastri,mclaren,9,7,7,6.00,66,Finished,+33.760,1:17.874,5,215.286
187,2024,10,perez,red_bull,11,8,8,4.00,66,Finished,+59.524,1:17.785,3,215.532
188,2024,10,gasly,alpine,7,9,9,2.00,66,Finished,+1:02.025,1:19.045,13,212.096
189,2024,10,ocon,alpine,8,10,10,1.00,66,Finished,+1:11.889,1:18.982,12,212.266
190,2024,10,hulkenberg,haas,13,11,11,0.00,66,Finished,+1:19.215,1:18.609,10,213.273
191,2024,10,alonso,aston_martin,10,12,12,0.00,65,Lapped,+9.497,1:18.334,8,214.022
192,2024,10,zhou,sauber,15,13,13,0.00,65,Lapped,+15.476,1:18.771,11,212.834
193,2024,10,stroll,aston_martin,14,14,14,0.00,65,Lapped,+25.252,1:19.318,15,211.366
194,2024,10,ricciardo,rb,18,15,15,0.00,65,Lapped,+44.050,1:19.450,17,211.015
195,2024,10,bottas,sauber,12,16,16,0.00,65,Lapped,+53.313,1:19.608,18,210.596
196,2024,10,kevin_magnussen,haas,16,17,17,0.00,65,Lapped,+54.788,1:19.805,19,210.077
197,2024,10,albon,williams,20,18,18,0.00,65,Lapped,+58.149,1:19.132,14,211.863
198,2024,10,tsunoda,rb,17,19,19,0.00,65,Lapped,+1:08.904,1:19.447,16,211.023
199,2024,10,sargeant,williams,19,20,20,0.00,64,Lapped,+4.866,1:20.172,20,209.115
200,2024,11,russell,mercedes,3,1,1,25.00,71,Finished,1:24:22.798,1:09.164,5,224.752
201,2024,11,piastri,mclaren,7,2,2,18.00,71,Finished,+1.906,1:08.697,4,226.28
202,2024,11,sainz,ferrari,4,3,3,15.00,71,Finished,+4.533,1:09.282,6,224.369
203,2024,11,hamilton,mercedes,5,4,4,12.00,71,Finished,+23.142,1:09.562,7,223.466
204,2024,11,max_verstappen,red_bull,1,5,5,10.00,71,Finished,+37.253,1:07.719,2,229.548
205,2024,11,hulkenberg,haas,9,6,6,8.00,71,Finished,+54.088,1:10.215,14,221.388
206,2024,11,perez,red_bull,8,7,7,6.00,71,Finished,+54.672,1:09.694,11,223.043
207,2024,11,kevin_magnussen,haas,12,8,8,4.00,71,Finished,+1:00.355,1:10.125,12,221.672
208,2024,11,ricciardo,rb,11,9,9,2.00,71,Finished,+1:01.169,1:10.426,18,220.725
209,2024,11,gasly,alpine,13,10,10,1.00,71,Finished,+1:01.766,1:09.609,9,223.315
210,2024,11,leclerc,ferrari,6,11,11,0.00,71,Finished,+1:07.056,1:09.584,8,223.396
211,2024,11,ocon,alpine,10,12,12,0.00,71,Finished,+1:08.325,1:09.649,10,223.187
212,2024,11,stroll,aston_martin,17,13,13,0.00,70,Lapped,+10.234,1:10.143,13,221.615
213,2024,11,tsunoda,rb,14,14,14,0.00,70,Lapped,+13.145,1:10.318,15,221.064
214,2024,11,albon,williams,16,15,15,0.00,70,Lapped,+15.866,1:10.364,16,220.919
215,2024,11,bottas,sauber,18,16,16,0.00,70,Lapped,+19.375,1:10.449,19,220.653
216,2024,11,zhou,sauber,20,17,17,0.00,70,Lapped,+44.882,1:10.470,20,220.587
217,2024,11,alonso,aston_martin,15,18,18,0.00,70,Lapped,+47.660,1:07.694,1,229.633
218,2024,11,sargeant,williams,19,19,19,0.00,69,Lapped,+6.309,1:10.406,17,220.788
219,2024,11,norris,mclaren,2,20,20,0.00,64,Lapped,,1:08.016,3,228.546
220,2024,12,hamilton,mercedes,2,1,1,25.00,52,Finished,1:22:27.059,1:29.438,5,237.12
221,2024,12,max_verstappen,red_bull,4,2,2,18.00,52,Finished,+1.465,1:28.952,3,238.416
222,2024,12,norris,mclaren,3,3,3,15.00,52,Finished,+7.547,1:29.262,4,237.588
223,2024,12,piastri,mclaren,5,4,4,12.00,52,Finished,+12.429,1:28.748,2,238.964
224,2024,12,sainz,ferrari,7,5,5,11.00,52,Finished,+47.318,1:28.293,1,240.195
225,2024,12,hulkenberg,haas,6,6,6,8.00,52,Finished,+55.722,1:29.836,10,236.07
226,2024,12,stroll,aston_martin,8,7,7,6.00,52,Finished,+56.569,1:29.897,11,235.909
227,2024,12,alonso,aston_martin,10,8,8,4.00,52,Finished,+1:03.577,1:29.710,7,236.401
228,2024,12,albon,williams,9,9,9,2.00,52,Finished,+1:08.387,1:29.718,8,236.38
229,2024,12,tsunoda,rb,13,10,10,1.00,52,Finished,+1:19.303,1:30.229,14,235.041
230,2024,12,sargeant,williams,12,11,11,0.00,52,Finished,+1:28.960,1:29.972,12,235.713
231,2024,12,kevin_magnussen,haas,17,12,12,0.00,52,Finished,+1:30.153,1:30.093,13,235.396
232,2024,12,ricciardo,rb,15,13,13,0.00,51,Lapped,+9.937,1:30.735,15,233.731
233,2024,12,leclerc,ferrari,11,14,14,0.00,51,Lapped,+40.473,1:29.748,9,236.301
234,2024,12,bottas,sauber,16,15,15,0.00,51,Lapped,+41.821,1:31.277,18,232.343
235,2024,12,ocon,alpine,18,16,16,0.00,50,Lapped,+10.682,1:30.875,16,233.371
236,2024,12,perez,red_bull,20,17,17,0.00,50,Lapped,+18.005,1:29.707,6,236.409
237,2024,12,zhou,sauber,14,18,18,0.00,50,Lapped,+54.476,1:31.014,17,233.014
238,2024,12,russell,mercedes,1,19,R,0.00,33,Retired,,1:31.298,19,232.289
239,2024,12,gasly,alpine,19,20,W,0.00,0,"Did not start",,,NULL,
240,2024,13,piastri,mclaren,2,1,1,25.00,70,Finished,1:38:01.989,1:21.716,8,193.005
241,2024,13,norris,mclaren,1,2,2,18.00,70,Finished,+2.141,1:21.712,7,193.014
242,2024,13,hamilton,mercedes,5,3,3,15.00,70,Finished,+14.880,1:22.153,9,191.978
243,2024,13,leclerc,ferrari,6,4,4,12.00,70,Finished,+19.686,1:22.182,10,191.91
244,2024,13,max_verstappen,red_bull,3,5,5,10.00,70,Finished,+21.349,1:20.908,3,194.932
245,2024,13,sainz,ferrari,4,6,6,8.00,70,Finished,+23.073,1:21.441,5,193.656
246,2024,13,perez,red_bull,16,7,7,6.00,70,Finished,+39.792,1:21.096,4,194.48
247,2024,13,russell,mercedes,17,8,8,5.00,70,Finished,+42.368,1:20.305,1,196.396
248,2024,13,tsunoda,rb,10,9,9,2.00,70,Finished,+1:17.259,1:23.533,18,188.806
249,2024,13,stroll,aston_martin,8,10,10,1.00,70,Finished,+1:17.976,1:22.338,11,191.547
250,2024,13,alonso,aston_martin,7,11,11,0.00,70,Finished,+1:22.460,1:23.063,14,189.875
251,2024,13,ricciardo,rb,9,12,12,0.00,69,Lapped,+17.924,1:22.640,12,190.847
252,2024,13,hulkenberg,haas,11,13,13,0.00,69,Lapped,+33.184,1:23.461,16,188.969
253,2024,13,albon,williams,13,14,14,0.00,69,Lapped,+36.769,1:23.930,20,187.913
254,2024,13,kevin_magnussen,haas,15,15,15,0.00,69,Lapped,+45.302,1:23.553,19,188.761
255,2024,13,bottas,sauber,12,16,16,0.00,69,Lapped,+45.409,1:22.792,13,190.496
256,2024,13,sargeant,williams,14,17,17,0.00,69,Lapped,+52.591,1:20.561,2,195.772
257,2024,13,ocon,alpine,19,18,18,0.00,69,Lapped,+1:00.929,1:21.610,6,193.255
258,2024,13,zhou,sauber,18,19,19,0.00,69,Lapped,+1:03.598,1:23.487,17,188.91
259,2024,13,gasly,alpine,20,20,R,0.00,33,Retired,,1:23.340,15,189.244
260,2024,14,hamilton,mercedes,3,1,1,25.00,44,Finished,1:19:57.566,1:46.653,6,236.415
261,2024,14,piastri,mclaren,5,2,2,18.00,44,Finished,+0.647,1:45.840,3,238.231
262,2024,14,leclerc,ferrari,1,3,3,15.00,44,Finished,+8.023,1:47.013,8,235.619
263,2024,14,max_verstappen,red_bull,11,4,4,12.00,44,Finished,+8.700,1:46.128,4,237.584
264,2024,14,norris,mclaren,4,5,5,10.00,44,Finished,+9.324,1:45.563,2,238.856
265,2024,14,sainz,ferrari,7,6,6,8.00,44,Finished,+19.269,1:46.364,5,237.057
266,2024,14,perez,red_bull,2,7,7,7.00,44,Finished,+42.669,1:44.701,1,240.822
267,2024,14,alonso,aston_martin,8,8,8,4.00,44,Finished,+49.437,1:48.051,17,233.356
268,2024,14,ocon,alpine,9,9,9,2.00,44,Finished,+52.026,1:46.957,7,235.743
269,2024,14,ricciardo,rb,13,10,10,1.00,44,Finished,+54.400,1:47.435,12,234.694
270,2024,14,stroll,aston_martin,15,11,11,0.00,44,Finished,+1:02.485,1:48.105,18,233.239
271,2024,14,albon,williams,10,12,12,0.00,44,Finished,+1:03.125,1:47.996,16,233.475
272,2024,14,gasly,alpine,12,13,13,0.00,44,Finished,+1:03.839,1:47.418,11,234.731
273,2024,14,kevin_magnussen,haas,17,14,14,0.00,44,Finished,+1:06.105,1:47.848,14,233.795
274,2024,14,bottas,sauber,14,15,15,0.00,44,Finished,+1:10.112,1:47.019,9,235.606
275,2024,14,tsunoda,rb,20,16,16,0.00,44,Finished,+1:16.211,1:47.969,15,233.533
276,2024,14,sargeant,williams,18,17,17,0.00,44,Finished,+1:25.531,1:47.490,13,234.574
277,2024,14,hulkenberg,haas,16,18,18,0.00,44,Finished,+1:28.307,1:48.954,19,231.422
278,2024,14,zhou,sauber,19,19,R,0.00,5,Retired,,1:52.099,20,224.929
279,2024,14,russell,mercedes,6,20,20,0.00,44,Disqualified,,1:47.113,10,235.399
280,2024,15,norris,mclaren,1,1,1,26.00,72,Finished,1:30:45.519,1:13.817,1,207.708
281,2024,15,max_verstappen,red_bull,2,2,2,18.00,72,Finished,+22.896,1:14.752,9,205.11
282,2024,15,leclerc,ferrari,6,3,3,15.00,72,Finished,+25.439,1:14.585,7,205.569
283,2024,15,piastri,mclaren,3,4,4,12.00,72,Finished,+27.337,1:14.237,5,206.533
284,2024,15,sainz,ferrari,10,5,5,10.00,72,Finished,+32.137,1:14.117,4,206.867
